ID,Titulo,Autoria,Localizacao,Freguesia,Data,Tipologia,pic_url,LON,LAT,Descricao
108,Sem título ,Ana Dias & Nuno Alecrim,Calçada da Azenha,Mina de Água,2017,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id108.jpg,"-9,230520305","38,76419353","Ana Dias e Alecrim (2017). A dupla de artistas foi desafiada a criar uma narrativa inspirada na memória histórica local, sobretudo, no seu passado rural com recurso à técnica do stencil. A linguagem figurativa e ilustrativa de Ana Dias juntou-se aos padrões geométricos e sequência caligráfica de Alecrim na criação de uma proposta mural que estabelecesse um diálogo com a envolvente. Esta intervenção artística decorreu no âmbito da terceira edição do projecto """"Conversas na Rua"""", durante a qual procurou-se desenvolver intervenções artísticas urbanas por toda a cidade da Amadora, convidando os artistas a dialogar com a paisagem urbana."
109,Tributo a Fernando Pessoa,Odeith,Rua Manuel Ribeiro de Pavia,Falagueira-Venda Nova,2017,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id109.jpg,"-9,219897023","38,75699436","Odeith (2017). O artista presta homenagem ao poeta português Fernando Pessoa, numa representação mural de graffiti e na qual recorre a elementos simbólicos que caracterizavam a personalidade em causa. Esta intervenção artística decorreu no âmbito da terceira edição do projecto """"Conversas na Rua"""", cujo objectivo remete para o desenvolvimento de intervenções artísticas urbanas por toda a cidade da Amadora, com o convite à participação de artistas em diálogo com a paisagem urbana."
110,Canto XI,Add Fuel,Praceta 1º de Dezembro,Venteira,2017,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id110.jpg,"-9,242127117","38,75770963","Add Fuel (2017). Intervenção artística realizada em colaboração com o grupo musical MGDRV. O artista recorreu à técnica do stencil, inspirando-se na azulejaria portuguesa. O mural presta homenagem a Luís Vaz de Camões e à sua obra homónima """"Os Lusíadas, concretamente, referindo-se à possibilidade de continuar a epopeia com um hipotético canto XI, proposto pelo grupo musical MGDRV."
111,CARLOTA,Daniel Eime,"Avenida do Brasil, 2",Falagueira-Venda Nova,2018,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id111.jpg,"-9,227384589","38,7578851","Daniel Eime (2018). Este mural retrata de forma singela e até, pode dizer-se, naïve, uma criança que sorri a quem passa. Em “Carlota”, o artista volta a combinar o retrato com a pintura abstrata, num encontro de elementos, formas e contextos que compõem uma representação plural de estilos e linguagens."
112,Tributo a Vasco Santana,Odeith,Rua António Duarte Caneças,Falagueira-Venda Nova,2018,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id112.jpg,"-9,220512227","38,75786901","Odeith (2018). Odeith dedica este a um dos seus ídolos de infância: Vasco Santana. Neste mural, o artista explora, não só, o realismo, como também a abstração e a caligrafia. Inspirado pela golden age do cinema norte-americano, o artista recorre à técnica do spray para representar Vasco Santana enquadrado por uma aura dourada, que culmina na assinatura monumental em rodapé onde pode ler-se Odeith."
113,Lady Bird,Frederico Draw & Contra,Avenida Alberto Henrique Lourenço,Venteira,2018,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id113.jpg,"-9,246883157","38,76147887","Frederico Draw & Contra (2018). Com inspiração em Seomara da Costa Primo e nas suas ilustrações científicas, a dupla de artistas desenvolveu um mural colaborativo onde explorou o abstrato e o figurativo. Destaca-se o realismo da personalidade feminina representada e dos pássaros que, em diferentes sequências, marcam a narrativa."
114,Sem título ,Pantónio,Avenida Marquês de Pombal,Mina de Água,2018,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id114.jpg,"-9,235383741","38,76324821","Pantónio (2018). Nesta peça, o artista divide a narrativa em três atos, o primeiro sobre a origem do teatro, o segundo, um episódio de transição em que retrata a importância da música, e o terceiro, o cinema, com inspiração numa das obras máximas de Alfred Hitchcock, Os Pássaros. Este mural representa, sumariamente, a forma como o artista explora o movimento e a performatividade das suas personagens autorais."
115,Ballarina,Pedro Peixe,"Avenida General Humberto Delgado, 10",Mina de Água,2018,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id115.jpg,"-9,230778127","38,76074023","Pedro Peixe (2018). O artista inspirou-se na dança contemporânea para a criação deste mural em grande escala, com recurso à técnica mista, entre pintura com tinta plástica e spray. O artista incorreu na experimentação de novas texturas e formas que permitissem enquadrar a figura central, abordando a parede como se de uma tela se tratasse. "
116,2700,Samina,"Avenida do Brasil, 1",Falagueira-Venda Nova,2019,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id116.jpg,"-9,227042137","38,75784112","Samina (2019). Homenagem à diversidade cultural da cidade da Amadora, através da representação de uma mulher de origem africana em grande escala, com recurso à técnica do stencil. A inclusão do número “2700” remete para o código postal da cidade, mais uma vez numa tentativa de exaltação e de celebração do lugar."
117,Ophelia,Tamara Alves,"Rua Pio XII, 10",Venteira,2019,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id117.jpg,"-9,238257031","38,7560308","Tamara Alves (2019). A artista inspirou-se numa Ofélia moderna de Shakespeare, não de uma forma efémera e trágica, mas perpétua, forte e apaixonada. Contrastando com a representação de Millais (a mais famosa pintura da Ofélia), onde as flores estão murchas, nesta obra elas surgem a desabrochar, crescem como parte da personagem. Como diz Ofélia “Nós sabemos o que somos..mas não o que podemos vir a ser.”"
118,Sem título ,Odeith,"Rua Doutor Teixeira Coelho, 15",Águas Livres,2019,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id118.jpg,"-9,233439559","38,74776922","Odeith (2019). Composição abstrata que explora a tridimensionalidade dos objetos, aludindo-se às diferentes perspectivas do olhar. Nesta obra, a borboleta representa simbolicamente a leveza. Enquanto que os auscultadores o poder da música."
119,GEAR ,Third,"Estrada Salvador Allende, 17",Venteira,2019,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id119.jpg,"-9,233067535","38,75652893","Third (2019). Ilustração que remete para o passado da cidade ligado à aviação e ao seu pioneirismo, com um tributo declarado ao GEAR. "
120,Sem título ,Caver,"Avenida Doutor Mário Soares, Lote 2",Encosta do Sol,2019,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id120.jpg,"-9,206267928","38,7585872","Caver (2019). Ilustração que representa, em simultâneo, as duas facetas da cidade da Amadora: por um lado, os vestígios de uma ruralidade anteriormente demarcada porém ainda presente, por outro, uma cidade que cresce a um ritmo célere e virada para o futuro."
121,Sem título ,Kruella D’Enfer,"Rua Fonte dos Passarinhos, 5",Mina de Água,2020,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id121.jpg,"-9,230241109","38,76107825","Kruella d'Enfer (1988) refugia-se no seu universo visual encantado, onde cria personagens, mitos e cenários onde a natureza assume um lugar primordial. Este mural é inspirado no ciclo da água e na relação de proximidade do Município a este recurso natural, patente nas várias fontes e chafarizes do concelho e na existência de um troço do Aqueduto das Águas Livres que se estende por várias freguesias."
122,Sem título,Odeith ,"Avenida General Humberto Delgado, 2",Mina de Água,2020,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id122.jpg,"-9,241294886","38,76311744","Natural da Damaia, Odeith (1976), desde cedo, revelou aptidão para as artes plásticas. Em meados de 1980, toma contacto com uma lata de spray pela primeira vez e, a partir desta data, o graffiti assume-se como uma prática recorrente. Em 2020, o artista decidiu homenagear os profissionais de saúde do Hospital Amadora-Sintra, através da representação de três anjos, em que um destes personagens empunha a Covid-19 numa alegoria ao combate à pandemia."
123,Sem título ,Aka Corleone ,"Avenida Ruy Luiz Gomes, 1",Encosta do Sol,2020,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id123.jpg,"-9,210344248","38,7645335","No campo das artes visuais, Aka Corleone é conhecido pela destreza com que aborda o uso da cor, a tipografia, personagens e formas depuradas que combina de forma hábil, de modo a produzir composições apelativas imbuídas de originalidade e de um humor abrangente. Este mural é inspirado na banda desenhada alternativa e nos murais publicitários das décadas de 60’ e 70’ dos Estados Unidos. "
124,Sem título ,Jorge Charrua ,"Praceta Ruy Belo, 15",Encosta do Sol,2020,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id124.jpg,"-9,202722313","38,76020818","Através de iconografias e símbolos, Jorge Charrua inspira-se na cultura urbana mas recorre a uma pintura tradicional para estabelecer pontos de contacto entre um presente recente e um passado distante. A representação da figura humana surge num jogo entre a melancolia e a afirmação. Este mural representa um retrato de um autor de banda desenhada no seu atelier, numa composição que reflete a introspeção e a catarse características do processo criativo dos artistas. "
125,Sem título ,Add Fuel ,"Estrada da Falagueira, 39 ",Falagueira-Venda Nova,2020,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id125.jpg,"-9,228758069","38,76022773","Add Fuel desenvolveu um conceito criativo relacionado com uma reinterpretação da tradição azulejar portuguesa, através dos seus padrões em stencil, com base num processo de tesselação, criam um equilíbrio entre repetições simétricas. Através de técnicas de ilusão de ótica como o trompe-l'œil, as suas composições em múltiplas camadas culminam numa poesia visual que interpela a perceção do observador e as suas possibilidades de interpretação. Este mural representa uma homenagem à multiculturalidade da cidade da Amadora com a interpretação de vários padrões relacionados com as diferentes nacionalidades presentes no concelho. "
126,Sem título ,Mariana Santos ,"Rua Elias Garcia, 89",Falagueira-Venda Nova,2020,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id126.jpg,"-9,225737791","38,75795242","As peças de Mariana Santos são, sobretudo, figurativas e inspiradas nos frames de filmes e fotografias; registos do passado e, até já esquecidos, numa tentativa de recuperar e capturar uma esperança desolada a partir das imagens pungentes e antigas que a artista vê como dignas de uma nova existência. Este mural representa uma interpretação da artista da fotografia da autoria de Alfredo Cunha, da década de 1970, que exibe um conjunto de idosos que, diariamente, observavam a passagem dos comboios no antigo apeadeiro da Estação da Amadora."
127,Sem título ,Carlos Farinha ,"Rua Elias Garcia, 17C",Falagueira-Venda Nova,2020,Posto de Transformação,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id127.jpg,"-9,214417889","38,75461534","Carlos Farinha realiza e produz cenografias para o Festival Amadora BD desde 1998. O seu trabalho artístico caracteriza-se por uma elevada complexidade revelada pelo detalhe com que retrata os personagens e cenários das suas histórias e reinterpretações da vivência humana. Neste mural, o artista recupera a técnica do trompe-l'œil para retratar o quotidiano nas antigas tascas e tabernas da cidade."
128,Sem título ,Krus,"Rua Damião de Góis, 5B",Encosta do Sol,2020,Posto de Transformação,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id128.jpg,"-9,204245923","38,76147113","A paixão pelas tintas, pela cor, pelos materiais e, também, pelos elementos que a inspiram, levaram-na à pintura, técnica que tem vindo a aperfeiçoar. Krus tem na natureza o seu tema de eleição e ao qual dedica uma vasta parte do seu universo plástico. Este mural representa um tributo ao passado rural da cidade da Amadora, com a representação de várias atividades agrícolas, nomeadamente a ceifa e o pastoreio. "
129,Sem título ,Miguel Brum,"Estrada da Serra da Mira, 56A",Mina de Água,2020,Posto de Transformação,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id129.jpg,"-9,230126677","38,76916099","A inspiração mitológica, por um lado, a cultura oriental, por outro, culminaram, gradualmente, numa linha gráfica que caracteriza o seu traço, quase em exclusivo, a spray. Este mural presta homenagem ao património cultural e arqueológico da cidade da Amadora, com a referência destacada ao Aqueduto das Águas Livres."
130,Sem título ,Jacqueline de Montaigne,"Estrada da Falagueira, 6 ",Falagueira-Venda Nova,2021,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id130.jpg,"-9,226288946","38,75853663","Neste mural, Jacqueline de Montaigne apresenta uma homenagem à Primavera e à natureza, com uma ressalva à importância da água, enquanto elemento fundamental à sobrevivência humana. O elemento água foi abordado, devido à proximidade deste local a um dos mais antigos chafarizes da cidade: Chafariz da Porcalhota."
131,Sem título ,Ricardo Romero,"Av. da Aviação Portuguesa, 1",Venteira,2021,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id131.jpg,"-9,233374697","38,75462093","O mural de Ricardo Romero apresenta uma homenagem ao aguarelista português Alfredo Roque Gameiro, devido à proximidade desta peça relativamente à Escola com o nome do pintor. Através da técnica serigráfica, Ricardo Romero fez uma reinterpretação do famoso autorretrato de Alfredo Roque Gameiro e de uma das suas mais emblemáticas aguarelas."
132,Sem título ,Odeith,"Av. da Aviação Portuguesa, 2",Venteira,2021,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id132.jpg,"-9,233061398","38,75463401","Em 2021, Odeith oferece novamente o seu contributo artístico à cidade da Amadora com um mural que apresenta uma representação de um gato, que contempla curioso um aquário com um peixe. O artista inspirou-se nas duas colónias destes animais, localizadas nas imediações da sua intervenção artística."
133,Sem título ,Halfstudio,"Avenida de Aljubarrota, 14",Venteira,2021,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id133.jpg,"-9,245000886","38,75614189","O mural deste coletivo artístico apresenta um tributo ao escritor português Mário Cezariny e a uma das suas estrofes do poema intitulado ‘Em todas as ruas te encontro’. Halfstudio é o pseudónimo de um grupo de artistas conhecidos pela utilização do stencil e da tipografia nos seus murais de grande escala, que interpelam o observador devido à sua tridimensionalidade e profundidade."
134,Sem título ,Thiago Gomes,"Rua Elias Garcia, 344A",Venteira,2021,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id134.jpg,"-9,235803623","38,75820361","Este mural vem na sequência da peça realizada na Rua 27 de Junho e representa um tributo do artista Thiago Gomes à expressão musical, com a representação de um homem-gato a tocar um instrumento mas, nesta caso, destacam-se os olhos penetrantes e o semblante obscuro."
135,Sem título ,Thiago Gomes,"Rua 27 de Junho, 6",Venteira,2021,Empena,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id135.jpg,"-9,233956479","38,75753108","O ilustrador de nacionalidade brasileira, Thiago Gomes é conhecido pelos seus personagens híbridos, uma fusão entre os homens e os gatos. Este mural representa um desses personagens que toca um instrumento musical, cuja inspiração o artista foi retirar à proximidade deste local dos Recreios da Amadora"
136,Sem título ,Malibu Ninjas,Estrada do Zambujal,Alfragide,2021,Posto de Transformação,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id136.jpg,"-9,215921495","38,73078178","Malibu Ninjas são um coletivo artístico de Lisboa, cujos murais são inspirados na literatura e ilustração alternativa. O seu mural é inspirado no universo da banda desenhada e da cultura pop nova-iorquina, com destaque para o uso de uma paleta de cores fortes e quentes, em que sobressaem as sombras e os contornos acentuados de figuras e fisionomias disformes."
137,Sem título ,Tiago Albuquerque,"Rua Capitães de Abril, 8",Encosta do Sol,2021,Posto de Transformação,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id137.jpg,"-9,205935781","38,7608543","Esta foi a primeira incursão do ilustrador português no muralismo. Tiago Albuquerque é conhecido, maioritariamente, pela sua faceta de ilustrador de livros infantojuvenis. Este mural representa um alerta à poluição dos oceanos e dos recursos hídricos e à eminente destruição da fauna e flora marinhas, que o artista intitulou de ‘Plasticus Maritimus’."
